SRC_INDEX,RX_INDEX,CH_GAIN,CH_DELAY,SPREAD
1,9,-90.65,3.3883,0.2282
1,5,-90.69,3.3882,0.2037
1,34,-90.69,3.3884,0.2038
1,33,-90.83,3.3889,0.2037
1,36,-90.89,3.3890,0.2281
1,2,-90.47,3.3891,0.2285
1,14,-90.50,3.3891,0.2037
1,40,-90.36,3.3891,0.2285
1,21,-91.30,3.3890,0.2037
1,43,-90.31,3.3892,0.2286
1,16,-90.68,3.3891,0.2036
1,44,-91.17,3.3891,0.2034
1,7,-90.73,3.3893,0.2282
1,50,-90.37,3.3893,0.2037
1,29,-89.76,3.3892,0.2284
1,39,-90.91,3.3893,0.2281
1,11,-90.40,3.3892,0.2036
1,45,-90.01,3.3893,0.2284
1,26,-90.35,3.3894,0.2285
1,24,-89.65,3.3893,0.2035
1,18,-90.22,3.3893,0.2283
1,35,-90.82,3.3892,0.2038
1,31,-90.46,3.3894,0.2280
1,47,-90.01,3.3894,0.2285
1,17,-90.14,3.3894,0.2285
1,1,-90.20,3.3894,0.2285
1,12,-90.04,3.3894,0.2285
1,30,-90.13,3.3894,0.2280
1,8,-90.01,3.3894,0.2284
1,10,-90.68,3.3894,0.2281
1,22,-90.61,3.3895,0.2285
1,4,-90.07,3.3895,0.2285
1,46,-90.07,3.3893,0.2035
1,38,-90.61,3.3894,0.2283
1,28,-89.63,3.3894,0.2284
1,6,-90.53,3.3894,0.2034
1,41,-90.19,3.3896,0.2280
1,3,-90.55,3.3896,0.2287
1,19,-89.79,3.3895,0.2036
1,25,-90.79,3.3895,0.2289
1,15,-90.41,3.3897,0.2284
1,13,-90.01,3.3897,0.2284
1,20,-90.59,3.3898,0.2287
1,48,-90.56,3.3899,0.2284
1,49,-90.21,3.3898,0.2284
1,42,-90.98,3.3898,0.2282
1,23,-90.32,3.3900,0.2034
1,37,-90.61,3.3899,0.2289
1,27,-90.57,3.3904,0.2283
1,32,-90.53,3.3907,0.2285
2,9,-90.96,3.3880,0.2051
2,5,-89.93,3.3882,0.2297
2,34,-91.05,3.3884,0.2041
