SRC_INDEX,RX_INDEX,CH_GAIN,CH_DELAY,SPREAD
1,50,-93.83,4.0320,0.2217
1,32,-96.88,4.0325,0.2214
1,7,-97.06,4.0325,0.2215
1,6,-96.91,4.0325,0.2216
1,3,-97.15,4.0325,0.2214
1,21,-96.65,4.0328,0.2209
1,42,-97.23,4.0328,0.2214
1,46,-95.56,4.0327,0.2216
1,38,-97.54,4.0330,0.2208
1,39,-97.33,4.0330,0.2209
1,36,-97.35,4.0331,0.2210
1,47,-97.33,4.0331,0.2214
1,41,-94.58,4.0329,0.2218
1,24,-92.79,4.0330,0.2217
1,27,-95.15,4.0331,0.2216
1,44,-93.12,4.0330,0.2217
1,28,-97.32,4.0334,0.2208
1,33,-95.52,4.0331,0.2216
1,14,-96.78,4.0334,0.2209
1,40,-97.08,4.0332,0.2214
1,11,-95.96,4.0333,0.2212
1,22,-96.96,4.0333,0.2214
1,17,-96.12,4.0333,0.2212
1,20,-97.38,4.0334,0.2213
1,34,-97.37,4.0334,0.2212
1,13,-97.04,4.0334,0.2214
1,2,-94.01,4.0333,0.2217
1,19,-97.39,4.0334,0.2214
1,43,-92.78,4.0333,0.2217
1,37,-96.29,4.0335,0.2212
1,25,-97.49,4.0336,0.2210
1,8,-95.03,4.0333,0.2218
1,29,-95.67,4.0335,0.2212
1,12,-97.20,4.0335,0.2214
1,26,-97.32,4.0336,0.2211
1,16,-97.80,4.0335,0.2215
1,5,-96.86,4.0337,0.2209
1,9,-94.14,4.0335,0.2217
1,15,-96.61,4.0338,0.2208
1,1,-96.56,4.0337,0.2213
1,31,-95.27,4.0336,0.2216
1,30,-96.67,4.0337,0.2215
1,49,-97.35,4.0339,0.2214
1,10,-95.95,4.0342,0.2206
1,23,-96.58,4.0341,0.2209
1,45,-97.24,4.0341,0.2215
1,35,-97.77,4.0342,0.2215
1,4,-96.51,4.0344,0.2211
1,18,-96.72,4.0346,0.2208
1,48,-94.16,4.0343,0.2218
2,50,-95.36,4.0401,0.2131
2,32,-94.77,4.0406,0.2136
2,7,-95.88,4.0406,0.2136
2,6,-95.17,4.0406,0.2137
2,3,-95.10,4.0407,0.2136
2,21,-95.65,4.0407,0.2131
2,42,-95.42,4.0409,0.2135
2,46,-96.82,4.0408,0.2138
2,38,-94.39,4.0409,0.2131
2,39,-95.51,4.0410,0.2131
2,36,-94.54,4.0412,0.2132
2,47,-95.05,4.0412,0.2135
2,41,-94.03,4.0415,0.2135
2,24,-95.11,4.0411,0.2139
2,27,-95.39,4.0412,0.2138
2,44,-94.96,4.0411,0.2139
2,28,-94.20,4.0413,0.2131
2,33,-96.52,4.0412,0.2137
2,14,-95.51,4.0414,0.2131
2,40,-94.48,4.0413,0.2135
2,11,-94.28,4.0414,0.2133
2,22,-94.81,4.0414,0.2135
2,17,-94.05,4.0415,0.2133
2,20,-95.10,4.0416,0.2133
2,34,-94.74,4.0415,0.2133
2,13,-94.28,4.0415,0.2135
2,2,-95.02,4.0414,0.2138
2,19,-96.05,4.0415,0.2136
2,43,-94.92,4.0414,0.2139
2,37,-93.92,4.0416,0.2133
2,25,-94.81,4.0416,0.2132
2,8,-94.64,4.0419,0.2135
2,29,-94.81,4.0416,0.2134
2,12,-93.89,4.0418,0.2133
2,26,-95.00,4.0417,0.2132
2,16,-94.95,4.0416,0.2136
2,5,-95.59,4.0417,0.2131
2,9,-94.95,4.0416,0.2138
2,15,-95.00,4.0417,0.2131
2,1,-94.40,4.0418,0.2134
2,31,-95.96,4.0417,0.2137
2,30,-95.82,4.0418,0.2137
2,49,-95.95,4.0420,0.2135
2,10,-93.57,4.0420,0.2130
2,23,-95.41,4.0421,0.2131
2,45,-96.61,4.0422,0.2136
2,35,-96.92,4.0423,0.2136
2,4,-93.93,4.0425,0.2132
2,18,-93.58,4.0426,0.2130
2,48,-94.35,4.0429,0.2134
3,50,-94.42,4.0394,0.2163
3,32,-93.64,4.0399,0.2160
3,7,-94.56,4.0399,0.2160
3,6,-94.80,4.0399,0.2161
3,3,-93.86,4.0400,0.2160
3,21,-93.34,4.0404,0.2153
3,42,-93.16,4.0406,0.2155
3,46,-93.84,4.0401,0.2162
3,38,-96.61,4.0405,0.2152
3,39,-94.59,4.0406,0.2153
3,36,-93.48,4.0408,0.2153
3,47,-93.11,4.0405,0.2159
3,41,-95.79,4.0404,0.2164
3,24,-93.99,4.0404,0.2163
3,27,-93.54,4.0405,0.2162
3,44,-94.55,4.0405,0.2163
3,28,-96.49,4.0409,0.2152
3,33,-93.85,4.0406,0.2161
3,14,-94.08,4.0410,0.2152
3,40,-94.40,4.0406,0.2159
3,11,-95.45,4.0411,0.2154
3,22,-94.80,4.0407,0.2160
3,17,-95.09,4.0411,0.2154
3,20,-93.13,4.0412,0.2155
3,34,-94.14,4.0412,0.2153
3,13,-94.47,4.0408,0.2159
3,2,-94.64,4.0407,0.2162
3,19,-95.07,4.0408,0.2160
3,43,-94.03,4.0407,0.2163
3,37,-95.00,4.0413,0.2154
3,25,-93.26,4.0412,0.2153
3,8,-95.37,4.0407,0.2164
3,29,-94.97,4.0413,0.2154
3,12,-93.99,4.0409,0.2159
3,26,-94.22,4.0414,0.2153
3,16,-94.91,4.0410,0.2160
3,5,-93.41,4.0413,0.2153
3,9,-94.67,4.0409,0.2162
3,15,-94.45,4.0413,0.2151
3,1,-93.49,4.0415,0.2154
3,31,-93.56,4.0410,0.2161
3,30,-94.99,4.0415,0.2157
3,49,-95.23,4.0413,0.2159
3,10,-92.77,4.0416,0.2150
3,23,-93.47,4.0417,0.2151
3,45,-94.57,4.0420,0.2156
3,35,-94.54,4.0416,0.2160
3,4,-95.07,4.0421,0.2153
3,18,-95.13,4.0422,0.2151
3,48,-95.23,4.0417,0.2163
4,50,-95.32,4.0333,0.2207
4,32,-94.48,4.0396,0.2146
4,7,-93.87,4.0397,0.2147
4,6,-95.14,4.0396,0.2148
