SRC_DEPTH,RX_DEPTH,RX_RANGE,GAIN,PH_SHIFT,DELAY
200.0,0.0,2000.0,-86.00,3.1418,1.4824,-87.63,3.1418,1.4435,-90.61,6.2834,1.4441,-95.10,0.0002,1.4438,-96.56,3.1418,1.4441,-97.66,0.0000,1.3441,-98.80,0.0002,1.4831,-100.51,3.1417,1.5658
200.0,0.0,2050.0,-116.39,6.2833,1.5903,-117.93,6.2833,1.5893,-120.62,0.0010,1.4771,-122.48,3.1417,1.5891,-125.97,6.2833,1.5875,-130.56,3.1425,1.4757,-130.97,3.1417,1.5923,-133.95,3.1417,1.5891
200.0,0.0,2100.0,-76.97,0.1604,1.5002,-77.64,3.1472,1.5001,-77.68,0.6102,1.4993,-78.23,3.7345,1.4992,-82.02,3.1418,1.5066,-83.64,0.0000,1.4106,-89.61,0.0002,1.5067
200.0,0.0,2150.0,-103.10,3.1416,1.4437,-109.90,0.0002,1.5538,-110.80,3.1417,1.6499
200.0,0.0,2200.0,-98.30,3.1417,1.6758,-99.08,6.2833,1.6730,-99.19,0.0000,1.4771,-106.98,3.1418,1.5857,-107.79,0.0002,1.5860,-108.49,3.1416,1.4770,-108.64,3.1417,1.6738,-109.66,6.2833,1.6751
200.0,0.0,2250.0,-113.55,3.1416,1.5103,-117.04,6.2833,1.7069,-120.18,6.2833,1.6972,-121.00,3.1417,1.7054,-122.84,3.1417,1.6986,-126.53,6.2833,1.7042
200.0,0.0,2300.0,-100.61,3.9554,1.6519,-102.44,7.0951,1.6503,-102.84,3.7989,1.6566,-108.75,3.1416,1.5432,-111.38,3.1419,1.6341,-112.17,6.2833,1.7339
200.0,0.0,2350.0,-83.94,3.9395,1.6610,-89.96,6.2836,1.6676,-95.09,0.8066,1.6614,-95.97,3.1418,1.7646,-96.84,6.2833,1.7790,-102.40,6.2833,1.7640,-104.00,3.1420,1.6676
200.0,0.0,2400.0,-89.69,4.1779,1.6926,-90.48,0.0000,1.6101,-96.00,3.1420,1.6989,-97.69,3.1418,1.7449,-100.12,0.0002,1.7462,-103.66,3.1417,1.8155,-105.05,1.0398,1.6933
200.0,0.0,2450.0,-92.23,3.1420,1.7316,-96.17,0.0005,1.7318,-97.53,3.1418,1.7479,-100.38,0.0000,1.6434,-102.97,4.2320,1.7407
200.0,0.0,2500.0,-99.84,3.1422,1.7639,-103.34,6.2833,1.8562,-107.24,6.2833,1.8576,-107.63,3.1417,1.8586,-110.98,0.0007,1.7642,-111.21,3.1418,1.8571,-113.76,3.1418,1.7805,-117.95,0.0000,1.6767
200.0,0.0,2550.0,-91.57,7.5055,1.8014,-92.59,0.0000,1.7099,-97.28,0.0002,1.8134,-98.45,6.2834,1.8929,-99.90,3.1418,1.8934
200.0,0.0,2600.0,-93.38,0.0000,1.7432,-93.79,1.3296,1.8173,-94.00,3.1416,1.7430,-100.50,6.2834,1.9240,-102.38,4.4655,1.8165,-108.08,3.1418,1.8454
200.0,0.0,2650.0,-94.07,7.7067,1.8523,-96.73,0.0000,1.7765,-111.72,4.5658,1.8530,-114.02,6.2834,1.9724
200.0,0.0,2700.0,-84.10,1.0562,1.8852,-85.37,0.0000,1.8098,-89.05,7.7393,1.8848,-94.05,4.1876,1.8849,-96.11,6.2834,1.9871,-99.15,3.1418,1.9875,-99.78,0.0002,1.9114
200.0,0.0,2750.0,-86.47,0.9481,1.9400,-92.26,0.0000,1.8430
200.0,0.0,2800.0,-101.08,0.0000,1.8763,-110.90,3.1418,2.0509,-114.30,3.4667,1.9844,-114.74,3.1416,1.8760,-121.30,6.2835,2.3357,-121.67,6.2834,2.0492
200.0,0.0,2850.0,-82.45,7.6194,1.9996,-93.41,0.0000,1.9096
200.0,0.0,2900.0,-88.40,0.0000,1.9429,-92.32,4.5742,2.0095,-101.99,6.2834,2.1150,-104.57,1.4379,2.0100,-105.46,0.0000,1.9429
200.0,0.0,2950.0,-82.35,6.6739,2.1384,-85.23,0.0000,1.9762,-94.99,3.1418,2.1668,-95.95,3.1419,2.1483,-99.36,0.0000,1.9762
200.0,0.0,3000.0,-88.83,3.1416,2.0091,-95.01,0.0000,2.0094,-100.41,4.7112,2.0835,-101.64,7.8524,2.0825,-101.98,1.2722,2.0814,-108.66,3.1419,2.1806,-113.63,6.2834,2.1984
200.0,0.0,3050.0,-91.94,0.0000,2.0427,-109.28,3.1419,2.3604,-110.81,0.0000,2.0427
200.0,0.0,3100.0,-89.20,4.8521,2.1391,-89.79,0.0000,2.0760,-95.67,1.7129,2.1396
200.0,0.0,3150.0,-88.32,0.0000,2.1093,-103.99,0.0000,2.1093
200.0,0.0,3200.0,-82.05,4.7088,2.2081,-83.35,6.7962,2.2887,-85.85,1.5747,2.2081,-88.48,6.2836,2.3101,-88.61,1.6733,2.2071,-88.81,3.1420,2.3102,-97.80,3.1416,2.1423
200.0,0.0,3250.0,-84.82,1.7010,2.2395,-85.76,7.9534,2.2411,-87.62,1.7126,2.2432,-87.89,4.8470,2.2428,-91.07,4.8124,2.2414,-92.45,3.1420,2.3427,-92.98,4.8345,2.2392,-93.86,6.2836,2.3424
200.0,0.0,3300.0,-84.12,4.8632,2.2718,-92.94,6.2839,2.3750,-95.91,3.1424,2.3753,-99.04,0.0000,2.2091,-99.34,1.7263,2.2720
200.0,0.0,3350.0,-88.87,1.7530,2.3045,-89.02,0.4365,2.3563,-89.77,3.5523,2.3552,-98.23,0.0000,2.2424,-102.91,4.8868,2.3042
200.0,0.0,3400.0,-86.55,4.9123,2.3365,-88.49,1.7977,2.3393,-90.73,8.0715,2.3392,-91.46,6.7321,2.4128,-97.68,0.0000,2.2757,-98.54,4.9370,2.3387
200.0,0.0,3450.0,-80.99,7.2080,2.4454,-81.46,4.9326,2.3695,-85.04,1.7980,2.3697,-85.60,4.0739,2.4456,-92.96,6.2833,2.4811,-97.36,0.0000,2.3089,-98.44,3.1418,2.4817
200.0,0.0,3500.0,-90.53,1.8201,2.4023,-93.44,10.7619,2.4777,-97.20,0.0000,2.3422,-100.15,6.2833,2.5080,-100.76,4.9553,2.4020,-100.77,3.1418,2.5091,-104.32,1.7815,2.4004,-105.22,3.1418,2.5112
200.0,0.0,3550.0,-80.26,1.8701,2.4363,-80.89,4.9754,2.4348,-81.85,1.7953,2.4331,-82.31,1.8449,2.4389,-83.00,4.9795,2.4387,-83.77,5.0226,2.4364,-84.95,5.0025,2.4362,-86.06,4.9346,2.4331,-94.02,1.8420,2.4349,-95.68,3.3022,2.6690
200.0,0.0,3600.0,-85.81,4.8440,2.4802,-92.94,3.9181,2.5422,-96.19,4.9979,2.4670,-97.28,0.0000,2.4088,-97.76,1.8608,2.4675
200.0,0.0,3650.0,-78.56,1.4353,2.5078,-81.49,1.8827,2.5002,-82.36,7.2292,2.5736,-82.56,5.0160,2.5001,-83.39,4.0590,2.5662,-85.26,4.0912,2.5739,-91.14,4.5663,2.5077
200.0,0.0,3700.0,-79.01,4.2127,2.5994,-79.65,4.5874,2.5407,-82.65,4.2245,2.5741,-82.84,10.5833,2.6046,-82.95,5.0364,2.5327,-83.48,1.9655,2.5319,-83.52,5.1026,2.5317,-84.64,1.9020,2.5329,-88.00,4.5822,2.5408,-91.14,5.0319,2.5329,-91.58,1.4537,2.5408
200.0,0.0,3750.0,-87.64,7.3068,2.6350,-88.01,4.1721,2.6354,-93.69,3.2998,2.6492,-98.06,0.0000,2.5086
200.0,0.0,3800.0,-82.43,7.4381,2.6671,-82.95,4.7379,2.6210,-88.19,7.7260,2.6694,-88.74,1.8686,2.5992,-88.86,4.3307,2.6717,-89.69,7.4662,2.6714,-89.95,7.5012,2.6778,-92.38,5.0035,2.5989,-93.70,1.5990,2.6216,-95.88,4.3056,2.6676,-98.43,0.0000,2.5419
200.0,0.0,3850.0,-91.17,1.6604,2.6510,-98.85,0.0000,2.5752,-99.86,4.7942,2.6500,-101.18,4.5386,2.6619,-105.03,6.9711,2.7065,-107.97,3.1423,2.9036
200.0,0.0,3900.0,-96.59,4.1816,2.9155,-98.57,4.2871,2.7299,-99.30,0.0000,2.6084,-106.03,7.3127,2.9144,-107.25,13.5455,2.9320,-108.48,6.5344,2.9758
200.0,0.0,3950.0,-90.94,7.4499,2.7633,-99.78,0.0000,2.6417,-101.33,1.5332,2.7061,-103.40,4.3144,2.7644,-106.86,9.9175,3.0358
200.0,0.0,4000.0,-100.29,0.0000,2.6750,-106.21,4.6873,2.7385,-109.39,4.6747,2.7392,-116.04,4.6773,2.7391,-116.22,14.1443,2.7989,-122.50,0.0000,2.6749
200.0,0.0,4050.0,-100.82,0.0000,2.7082,-107.93,17.2859,2.8306,-121.26,6.2835,3.0984
200.0,0.0,4100.0,-87.37,5.1540,2.8000,-87.84,2.0146,2.8005,-92.60,7.1726,2.8654,-101.37,0.0000,2.7415,-103.78,6.9373,2.9955,-105.19,6.2836,3.0032,-105.78,3.1419,3.0193
200.0,0.0,4150.0,-81.27,1.5908,2.8575,-83.50,8.2117,2.8411,-90.74,4.7217,2.8570,-98.66,8.2432,2.8415,-101.94,0.0000,2.7748
200.0,0.0,4200.0,-102.14,5.2314,2.8598,-102.52,0.0000,2.8080,-103.25,6.4765,3.0622,-107.24,9.8156,3.2257,-108.16,7.8039,3.1320,-108.50,5.1984,2.8644,-108.53,12.9552,3.2240,-110.55,10.4641,2.9367,-113.78,3.3668,3.0629,-115.84,6.2835,3.1827,-118.65,6.2835,3.2283,-118.68,6.2835,3.1511
200.0,0.0,4250.0,-84.11,5.0023,2.9092,-85.54,7.5655,2.9651,-93.82,4.4316,2.9657,-93.85,1.8631,2.9097,-100.06,8.2966,2.9053,-101.39,7.0528,3.1094,-101.67,3.1421,3.0914,-102.72,6.2837,3.1004,-103.13,0.0000,2.8413,-103.61,6.2836,3.0949,-103.85,5.2701,2.8927
200.0,0.0,4300.0,-99.48,4.7221,2.9892,-103.75,0.0000,2.8745,-106.61,6.2837,3.1668,-109.97,10.5597,3.1230,-113.00,5.1872,2.9328,-114.68,6.2835,3.1513,-116.66,3.1421,3.1685,-120.39,1.7618,2.9500
200.0,0.0,4350.0,-82.27,1.3218,3.0036,-88.87,4.4509,3.0029,-97.45,3.9019,3.1688,-100.00,7.0340,3.1682,-100.71,7.1567,3.1701,-102.61,6.2833,3.0944,-104.03,4.9233,2.9810
200.0,0.0,4400.0,-104.88,0.0000,2.9410,-113.65,3.9440,3.1861,-114.39,6.2835,3.2183,-118.63,6.2835,3.2965,-120.29,0.0000,2.9405,-120.85,9.4251,3.2949
200.0,0.0,4450.0,-93.16,14.2618,3.0924,-102.81,6.2834,3.1365,-103.95,3.9769,3.2721,-105.27,0.0000,2.9743,-109.50,7.1141,3.2708,-112.92,5.2470,3.0302
200.0,0.0,4500.0,-81.62,0.5284,3.1284,-88.13,4.8168,3.1160,-94.04,7.8377,3.1140,-96.67,6.2834,3.1605,-100.96,4.7061,3.0928,-102.76,6.2837,3.2464,-103.54,7.2526,3.3768,-104.17,7.3436,3.1304,-105.47,0.0000,3.0075
200.0,0.0,4550.0,-92.32,6.9539,3.2690,-102.10,7.3047,3.2999,-104.61,7.0352,3.2731,-104.96,6.2840,3.3900,-105.47,0.0000,3.0407,-107.33,4.1665,3.3000,-107.43,9.4251,3.3872,-108.40,3.1419,3.3325,-109.57,9.4251,3.4444,-110.22,6.2835,3.3837,-111.16,9.4251,3.3834,-115.44,6.2835,3.3878
200.0,0.0,4600.0,-88.19,7.4789,3.1845,-88.69,7.1909,3.1945,-89.23,4.3414,3.1849,-98.97,6.2842,3.3130,-105.31,0.0000,3.0738
200.0,0.0,4650.0,-87.38,4.2568,3.2098,-95.86,4.4136,3.2119,-96.70,1.1188,3.2113,-98.92,3.6776,3.3335,-105.16,0.0000,3.1070
200.0,0.0,4700.0,-84.12,7.3244,3.2572,-95.32,4.7555,3.2025,-101.35,1.6187,3.2029,-105.16,0.0000,3.1401,-107.02,7.1759,3.3872,-108.38,7.3954,3.3803
200.0,0.0,4750.0,-92.87,4.7651,3.2360,-103.45,1.6284,3.2361,-105.28,6.6665,3.4972,-105.37,0.0000,3.1732,-106.66,9.4251,3.4959,-106.71,3.5343,3.4983,-114.43,8.0978,3.2477,-115.51,4.6668,3.2804
200.0,0.0,4800.0,-97.15,2.1007,3.2669,-97.82,7.9139,3.2692,-101.82,4.7748,3.2690,-103.15,7.9937,3.3104,-103.28,7.9983,3.3101,-105.62,4.7651,3.2693,-105.83,0.0000,3.2063,-107.84,1.6380,3.2693,-109.80,7.3163,3.3270
200.0,0.0,4850.0,-94.19,13.5995,3.3587,-98.26,4.9079,3.3469,-106.54,0.0000,3.2394,-109.29,8.0454,3.3457,-114.92,1.6475,3.3025,-115.43,11.1587,3.3461
200.0,0.0,4900.0,-84.47,4.0022,3.4968,-88.18,4.7915,3.3356,-88.29,4.4584,3.3859,-88.58,7.8733,3.3773,-92.28,7.5438,3.3963,-95.31,7.1071,3.4963,-98.25,7.8432,3.3767,-100.74,6.8572,3.5108,-100.97,1.6547,3.3357,-101.41,10.8243,3.5102,-103.81,2.2311,3.3262,-103.85,3.7216,3.5114
200.0,0.0,4950.0,-94.73,10.8554,3.4165,-95.90,4.8010,3.3688,-96.54,3.5265,3.4392,-108.61,0.0000,3.3056,-109.19,9.4251,3.6677,-111.39,13.9659,3.5433,-111.68,1.6642,3.3689
200.0,0.0,5000.0,-79.91,4.8837,3.4207,-81.54,4.8058,3.4021,-84.87,4.7502,3.4419,-85.64,1.6689,3.4021,-86.85,1.7447,3.4209,-89.58,7.6348,3.4574,-92.09,4.8010,3.4021
200.0,10.0,1.0,-44.03,3.1416,0.1384,-62.66,0.0000,0.1272,-63.84,0.0000,0.1271,-64.21,0.0000,0.1271,-65.38,0.0000,0.1271,-67.32,3.1417,0.5395,-67.34,0.0001,0.5283,-68.01,3.1417,0.5394,-68.11,0.0001,0.5283,-69.61,3.1416,0.1384
200.0,10.0,50.0,-45.85,0.0000,0.1315,-46.54,3.1416,0.1430
200.0,10.0,100.0,-46.62,0.0000,0.1437,-47.15,3.1416,0.1532
200.0,10.0,150.0,-47.75,0.0000,0.1620,-48.36,3.1416,0.1720
200.0,10.0,200.0,-48.80,0.0000,0.1846,-49.22,3.1416,0.1919
200.0,10.0,250.0,-49.90,0.0000,0.2101,-50.49,3.1416,0.2172
200.0,10.0,300.0,-50.95,0.0000,0.2376,-51.23,3.1416,0.2442
200.0,10.0,350.0,-51.93,0.0000,0.2665,-57.82,3.1416,0.2719
200.0,10.0,400.0,-52.84,0.0000,0.2963,-53.92,3.1416,0.3013
200.0,10.0,450.0,-53.67,0.0000,0.3268,-54.99,3.1416,0.3313
200.0,10.0,500.0,-54.44,0.0000,0.3579,-54.59,3.1416,0.3621
200.0,10.0,550.0,-55.14,0.0000,0.3893,-55.30,3.1416,0.3929
200.0,10.0,600.0,-55.79,0.0000,0.4211,-55.92,3.1416,0.4249,-55.95,3.1416,0.4245
200.0,10.0,650.0,-56.40,0.0000,0.4531,-56.54,3.1416,0.4563,-56.55,3.1416,0.4564
200.0,10.0,700.0,-56.97,0.0000,0.4853,-57.12,3.1416,0.4882,-71.95,3.1416,0.4882
200.0,10.0,750.0,-57.49,0.0000,0.5177,-57.89,3.1416,0.5208,-58.09,3.1416,0.5203
200.0,10.0,800.0,-57.99,0.0000,0.5502,-58.15,3.1416,0.5526
200.0,10.0,850.0,-58.45,0.0000,0.5828,-59.87,3.1416,0.5853
200.0,10.0,900.0,-58.88,0.0000,0.6154,-59.04,3.1416,0.6177,-59.17,3.1416,0.6179,-59.45,3.1416,0.6183
200.0,10.0,950.0,-59.29,0.0000,0.6482,-72.96,3.1416,0.6501,-82.37,3.1417,0.8361,-82.64,3.1417,0.8362
200.0,10.0,1000.0,-59.68,0.0000,0.6810,-81.48,3.1417,0.8590,-81.90,0.0001,0.8530
200.0,10.0,1050.0,-60.04,0.0000,0.7139,-61.67,3.1416,0.7164,-63.48,6.2832,0.7159
200.0,10.0,1100.0,-60.38,0.0000,0.7469,-67.98,3.1416,0.7485,-70.63,3.1416,0.7488,-73.69,6.2832,0.7488
200.0,10.0,1150.0,-60.71,0.0000,0.7798,-61.87,3.1416,0.7815,-68.75,3.1416,0.7815,-77.00,3.1416,0.7837
200.0,10.0,1200.0,-61.03,0.0000,0.8129,-64.90,3.1416,0.8145
200.0,10.0,1250.0,-61.32,0.0000,0.8459,-62.16,3.1416,0.8476,-67.76,3.1416,0.8492,-79.44,0.0001,0.9945
200.0,10.0,1300.0,-61.61,0.0000,0.8790,-63.97,3.1416,0.8805,-70.60,9.4248,0.8805,-75.45,3.1416,0.8803,-81.77,0.0001,1.0161
200.0,10.0,1350.0,-61.88,0.0000,0.9121,-64.48,3.1416,0.9134,-66.69,3.1416,0.9134,-74.17,6.2832,0.9136,-78.65,0.0001,1.0487,-78.96,3.1417,1.0540
200.0,10.0,1400.0,-62.14,0.0000,0.9452,-68.05,3.1416,0.9464,-69.43,3.1416,0.9467
200.0,10.0,1450.0,-62.39,0.0000,0.9784,-67.93,3.1416,0.9796,-72.64,3.1416,0.9815,-78.27,0.0001,1.1004,-78.42,0.0001,1.1179
200.0,10.0,1500.0,-62.64,0.0000,1.0115,-63.33,3.1416,1.0128,-68.15,3.1416,1.0138,-77.33,3.1417,1.1379,-80.05,3.1417,1.1353
200.0,10.0,1550.0,-62.89,0.0000,1.0447,-68.24,3.1416,1.0457,-77.00,0.0002,1.1712,-79.61,3.1416,1.0471,-80.30,3.1416,1.0483,-80.71,0.0001,1.1717,-85.66,3.1417,1.3087,-85.68,3.1417,1.3087
200.0,10.0,1600.0,-63.12,0.0000,1.0779,-65.58,3.1416,1.0789,-69.72,3.1416,1.0816,-79.54,3.1416,1.0793,-83.23,3.1417,1.2072
200.0,10.0,1650.0,-63.36,0.0000,1.1111,-71.01,3.1416,1.1149,-84.85,3.1417,1.3600
200.0,10.0,1700.0,-63.60,0.0000,1.1443,-68.74,3.1416,1.1452,-74.64,0.0002,1.2502,-76.21,0.0002,1.2547,-81.91,3.1416,1.1482
200.0,10.0,1750.0,-63.84,0.0000,1.1775,-72.89,3.1416,1.1786,-74.04,3.1416,1.1794,-76.58,0.0002,1.2836,-76.68,3.1418,1.2900,-81.43,3.1418,1.2906,-85.70,6.2833,1.4169
200.0,10.0,1800.0,-64.08,0.0000,1.2108,-65.96,3.1416,1.2116,-77.02,3.1418,1.3188,-77.97,3.1416,1.2115,-81.31,0.0001,1.3271,-83.44,3.1416,1.2127,-84.78,6.2833,1.4496
200.0,10.0,1850.0,-64.33,0.0000,1.2440,-66.93,3.1416,1.2450,-74.89,3.1418,1.3617,-75.41,3.1416,1.2453,-81.14,0.0001,1.3590
200.0,10.0,1900.0,-64.59,0.0000,1.2773,-67.21,3.1416,1.2780,-73.88,3.1418,1.3908,-74.54,0.0003,1.3775,-76.63,3.1417,1.3943,-78.82,3.1416,1.2786
200.0,10.0,1950.0,-64.86,0.0000,1.3105,-73.11,3.1416,1.3113,-74.81,0.0002,1.4101
200.0,10.0,2000.0,-65.14,0.0000,1.3438,-69.13,3.1416,1.3444,-75.11,3.1416,1.3443,-75.41,3.1418,1.4451,-78.37,0.0002,1.4787,-85.03,3.1417,1.5571,-85.73,6.2833,1.5702,-85.89,6.2832,1.3444,-86.47,3.1417,1.5613
200.0,10.0,2050.0,-65.43,0.0000,1.3771,-69.19,0.0010,1.4666,-75.79,3.1416,1.3776,-77.45,0.1477,1.4743,-79.24,3.1416,1.3776,-83.12,3.1417,1.5857,-83.53,6.2833,1.5914,-83.64,3.1417,1.5875,-83.87,6.2833,1.5933
200.0,10.0,2100.0,-65.74,0.0000,1.4103,-72.97,0.6645,1.4970,-73.80,3.1416,1.4109,-74.57,0.0002,1.5048,-77.45,3.1418,1.5384,-80.37,0.0002,1.5199
200.0,10.0,2150.0,-66.06,0.0000,1.4436,-67.00,0.7110,1.5338,-70.31,3.1426,1.5343,-80.20,0.0002,1.5521
200.0,10.0,2200.0,-66.38,0.0000,1.4769,-79.00,3.8526,1.5689,-81.32,3.1417,1.6727,-81.65,3.1417,1.6863,-81.98,3.1417,1.5876,-83.38,6.2833,1.6811,-83.80,6.2833,1.6798
200.0,10.0,2250.0,-66.72,0.0000,1.5102,-72.87,0.0003,1.6012,-81.11,3.1417,1.7027,-81.20,3.1417,1.7024,-81.71,6.2833,1.7073,-82.41,6.2833,1.7213,-82.44,6.2833,1.7098,-86.39,3.1417,1.7396
200.0,10.0,2300.0,-67.06,0.0000,1.5434,-69.50,0.4441,1.6444,-75.97,3.1416,1.5439,-80.77,3.1417,1.7325,-81.46,6.2833,1.7380,-81.56,6.2833,1.7378,-81.87,0.0004,1.6334,-82.20,6.2833,1.7381,-82.48,6.2833,1.7381,-82.53,6.2833,1.7300,-82.87,3.1417,1.7464,-83.11,3.1417,1.7318,-83.19,6.2833,1.7301
200.0,10.0,2350.0,-67.41,0.0000,1.5767,-69.80,7.2678,1.6782,-73.17,0.0004,1.6656,-73.87,1.0117,1.6597,-75.01,3.1419,1.6692,-76.31,3.1416,1.5773,-79.71,3.1416,1.5771,-79.78,3.1418,1.7545,-80.60,3.1418,1.7617,-81.85,6.2833,1.7673,-82.46,6.2833,1.7669,-82.81,6.2833,1.7676,-83.84,3.1416,1.5771
200.0,10.0,2400.0,-67.77,0.0000,1.6100,-68.09,3.9017,1.7066,-70.40,3.9739,1.6946,-72.08,0.0004,1.6979,-76.11,3.1416,1.6107,-77.02,3.1416,1.6103,-77.48,3.1416,1.6104,-78.40,0.0002,1.7419,-79.29,6.2833,1.7969,-79.99,3.8730,1.7066,-80.09,6.2834,1.7896,-80.85,0.0002,1.7142,-82.70,6.2833,1.7966,-83.80,6.2833,1.7965
200.0,10.0,2450.0,-68.13,0.0000,1.6433,-71.11,0.0007,1.7303,-78.66,3.1416,1.6436,-78.71,3.1420,1.7344,-80.49,3.1416,1.6436,-80.73,0.0002,1.7468,-82.64,9.4252,1.7345,-84.01,3.1417,1.8337,-84.51,3.1417,1.8337
