SRC_INDEX,RX_INDEX,CH_GAIN,CH_DELAY,SPREAD
1,12,-90.05,2.7484,0.0072
1,37,-94.65,2.7495,0.0082
1,9,-94.19,2.7480,0.2500
1,19,-89.27,2.7494,0.0081
1,42,-89.18,2.7500,0.0082
1,10,-93.81,2.7508,0.0080
1,27,-95.82,2.7498,0.0098
1,47,-91.42,2.7508,0.0071
1,18,-89.59,2.7514,0.0079
1,21,-89.56,2.7514,0.0083
1,41,-92.88,2.7512,0.0071
1,34,-94.08,2.7508,0.2501
1,35,-93.81,2.7526,0.0058
1,6,-93.59,2.7528,0.0058
1,40,-94.34,2.7509,0.2500
1,33,-91.12,2.7524,0.0077
1,44,-89.81,2.7521,0.0083
1,16,-89.82,2.7523,0.0079
1,48,-94.41,2.7514,0.2412
1,29,-89.56,2.7523,0.0082
1,39,-93.20,2.7510,0.0117
1,20,-90.88,2.7521,0.0086
1,36,-94.39,2.7513,0.2408
1,43,-94.66,2.7530,0.0081
1,7,-94.60,2.7516,0.0097
1,11,-94.58,2.7517,0.0096
1,31,-92.52,2.7520,0.0071
1,2,-94.38,2.7531,0.0058
1,28,-93.84,2.7533,0.0058
1,30,-92.58,2.7521,0.0071
1,23,-94.24,2.7516,0.2500
1,17,-93.32,2.7532,0.0073
1,49,-94.49,2.7519,0.0096
1,22,-94.68,2.7533,0.0081
1,38,-94.34,2.7517,0.2409
1,13,-90.35,2.7527,0.0084
1,26,-93.54,2.7505,0.0093
1,14,-93.02,2.7525,0.0071
1,25,-91.11,2.7534,0.0073
1,46,-89.48,2.7532,0.0079
1,5,-89.81,2.7535,0.0082
1,50,-94.70,2.7540,0.2402
1,4,-90.75,2.7534,0.0084
1,24,-94.87,2.7545,0.0058
1,1,-93.63,2.7530,0.2410
1,8,-93.03,2.7554,0.0118
1,15,-91.60,2.7563,0.0084
1,45,-90.27,2.7569,0.0075
1,32,-92.97,2.7559,0.0119
1,3,-94.54,2.7577,0.2400
2,12,-91.45,2.7539,0.0074
2,37,-93.64,2.7547,0.0107
2,9,-93.73,2.6719,0.3002
2,19,-90.45,2.7550,0.0164
2,42,-90.38,2.7555,0.0165
2,10,-92.76,2.7560,0.0106
2,27,-94.31,2.7589,0.2153
2,47,-91.99,2.7564,0.0096
2,18,-91.18,2.7570,0.0161
2,21,-89.99,2.7569,0.0166
2,41,-93.17,2.7568,0.0095
2,34,-96.17,2.6745,0.3005
