SRC_INDEX,RX_INDEX,CH_GAIN,CH_DELAY,SPREAD
1,8,-99.24,3.4022,0.1991
1,22,-98.96,3.4071,0.1961
1,48,-99.40,3.4035,0.1990
1,1,-99.98,3.4040,0.1992
1,18,-97.68,3.4037,0.1969
1,34,-96.76,3.4052,0.1974
1,37,-98.52,3.4040,0.1972
1,36,-99.87,3.4056,0.1974
1,5,-96.25,3.4048,0.0137
1,24,-99.03,3.4053,0.1973
1,14,-100.13,3.4099,0.1968
1,23,-98.97,3.4059,0.1988
1,42,-98.01,3.4058,0.1970
1,31,-99.50,3.4104,0.1967
1,38,-99.68,3.4065,0.1989
1,40,-99.60,3.4108,0.1966
1,21,-97.96,3.4063,0.2000
1,27,-100.61,3.4110,0.1968
1,32,-97.10,3.4063,0.0133
1,44,-95.90,3.4060,0.1970
1,9,-98.04,3.4064,0.2000
1,6,-98.83,3.4065,0.1970
1,10,-98.04,3.4064,0.2000
1,41,-98.51,3.4063,0.0134
1,12,-98.30,3.4064,0.1999
1,3,-97.89,3.4063,0.1998
1,33,-100.03,3.4080,0.1974
1,29,-97.84,3.4065,0.1999
1,43,-98.00,3.4067,0.1971
1,13,-96.69,3.4062,0.1969
1,15,-98.37,3.4067,0.1999
1,16,-97.96,3.4111,0.1958
1,46,-100.39,3.4082,0.1974
1,25,-97.92,3.4111,0.1958
1,26,-99.46,3.4073,0.1974
1,35,-99.94,3.4075,0.1991
1,11,-98.97,3.4115,0.1956
1,17,-99.02,3.4074,0.1998
1,50,-98.86,3.4077,0.1970
1,2,-97.98,3.4091,0.1973
1,47,-98.57,3.4081,0.2000
1,45,-96.13,3.4082,0.0131
1,7,-98.60,3.4084,0.2000
1,4,-99.21,3.4086,0.1973
1,28,-100.00,3.4128,0.1939
1,49,-99.04,3.4091,0.1998
1,30,-98.93,3.4093,0.2000
1,19,-98.81,3.4093,0.1999
1,39,-97.50,3.4118,0.1973
1,20,-97.26,3.4106,0.1997
2,8,-99.27,3.4090,0.1944
2,22,-102.85,3.4069,0.2130
2,48,-98.89,3.4103,0.1959
2,1,-99.35,3.4109,0.1959
2,18,-102.78,3.4063,0.2260
2,34,-97.82,3.4057,0.0183
2,37,-99.85,3.4108,0.1957
2,36,-97.32,3.4062,0.0183
2,5,-100.20,3.4066,0.2083
2,24,-98.87,3.4122,0.2221
2,14,-96.74,3.4089,0.2181
2,23,-97.42,3.4077,0.2158
2,42,-100.21,3.4126,0.1957
2,31,-96.94,3.4094,0.2181
2,38,-99.00,3.4133,0.2100
2,40,-97.20,3.4098,0.2181
2,21,-101.67,3.4131,0.1958
2,27,-96.40,3.4100,0.2180
2,32,-100.61,3.4081,0.0184
2,44,-99.80,3.4079,0.2081
2,9,-101.15,3.4132,0.1958
2,6,-99.97,3.4133,0.1957
2,10,-101.75,3.4132,0.1958
2,41,-101.31,3.4081,0.0185
2,12,-102.37,3.4090,0.2002
2,3,-101.55,3.4089,0.2152
2,33,-97.49,3.4085,0.0181
2,29,-101.96,3.4091,0.2002
2,43,-99.35,3.4135,0.1955
2,13,-96.67,3.4081,0.2081
2,15,-101.34,3.4135,0.1959
2,16,-104.82,3.4100,0.2272
2,46,-97.58,3.4087,0.0181
2,25,-103.79,3.4100,0.2271
2,26,-99.22,3.4141,0.2099
2,35,-100.75,3.4143,0.2224
2,11,-101.88,3.4148,0.2225
2,17,-102.40,3.4099,0.2002
2,50,-99.23,3.4145,0.1955
2,2,-98.18,3.4096,0.2160
2,47,-100.32,3.4149,0.1957
2,45,-100.12,3.4101,0.2163
2,7,-100.48,3.4152,0.1956
2,4,-99.54,3.4155,0.2099
2,28,-101.36,3.4160,0.2223
2,49,-99.99,3.4116,0.2001
2,30,-99.74,3.4161,0.2103
2,19,-100.03,3.4161,0.1956
2,39,-97.17,3.4123,0.2156
2,20,-99.59,3.4131,0.2001
3,8,-101.10,3.4032,0.1926
3,22,-100.67,3.4091,0.1994
3,48,-101.56,3.4044,0.1978
3,1,-103.16,3.4050,0.1926
3,18,-98.11,3.4046,0.1974
3,34,-100.95,3.4064,0.0425
3,37,-99.91,3.4049,0.1976
3,36,-100.12,3.4068,0.0424
3,5,-102.06,3.4072,0.2159
3,24,-100.86,3.4063,0.1977
3,14,-101.65,3.4086,0.0263
3,23,-98.86,3.4084,0.0418
3,42,-99.80,3.4067,0.1975
3,31,-101.38,3.4090,0.0263
3,38,-102.94,3.4074,0.1977
3,40,-101.44,3.4094,0.2032
3,21,-99.81,3.4072,0.1974
3,27,-101.32,3.4097,0.2033
3,32,-100.48,3.4087,0.0427
3,44,-99.98,3.4094,0.0323
3,9,-99.81,3.4073,0.1974
3,6,-99.85,3.4074,0.1975
3,10,-99.89,3.4073,0.1974
3,41,-101.15,3.4087,0.0428
3,12,-99.99,3.4073,0.1973
3,3,-101.12,3.4072,0.1873
3,33,-98.92,3.4092,0.0421
3,29,-100.13,3.4074,0.1973
3,43,-100.29,3.4076,0.1975
3,13,-99.49,3.4096,0.0323
3,15,-100.04,3.4076,0.1973
3,16,-101.18,3.4105,0.2018
3,46,-99.07,3.4094,0.0421
3,25,-101.57,3.4106,0.2018
3,26,-103.76,3.4082,0.1977
3,35,-105.43,3.4084,0.2055
3,11,-104.17,3.4112,0.2030
3,17,-100.49,3.4083,0.1874
3,50,-100.36,3.4086,0.1975
3,2,-98.92,3.4103,0.0421
3,47,-100.22,3.4090,0.1973
3,45,-98.84,3.4107,0.0424
3,7,-100.34,3.4093,0.1973
3,4,-103.94,3.4096,0.2056
3,28,-105.80,3.4101,0.2053
3,49,-100.78,3.4100,0.1873
3,30,-100.67,3.4102,0.1974
3,19,-100.35,3.4103,0.1875
3,39,-100.09,3.4130,0.0147
3,20,-101.17,3.4114,0.1873
4,8,-100.71,3.4093,0.1960
4,22,-98.35,3.4104,0.1931
4,48,-100.46,3.4105,0.1959
4,1,-99.87,3.4110,0.1961
4,18,-100.03,3.4059,0.2003
4,34,-99.33,3.4092,0.2031
4,37,-100.37,3.4062,0.2005
4,36,-99.68,3.4096,0.1958
4,5,-100.17,3.4062,0.2076
4,24,-100.16,3.4076,0.2006
4,14,-98.24,3.4084,0.2052
4,23,-100.30,3.4073,0.1997
4,42,-100.15,3.4080,0.2004
4,31,-98.08,3.4089,0.2053
4,38,-99.79,3.4135,0.1959
4,40,-97.92,3.4093,0.2053
4,21,-100.08,3.4085,0.2003
4,27,-98.04,3.4096,0.2050
4,32,-99.47,3.4115,0.2033
4,44,-100.74,3.4074,0.2078
4,9,-100.07,3.4086,0.2003
4,6,-100.35,3.4087,0.2004
4,10,-100.09,3.4087,0.2003
4,41,-99.45,3.4115,0.2034
4,12,-99.79,3.4086,0.2002
4,3,-100.01,3.4085,0.2000
4,33,-101.22,3.4120,0.1958
4,29,-99.77,3.4087,0.2002
4,43,-99.92,3.4089,0.2004
4,13,-100.20,3.4076,0.2079
4,15,-99.85,3.4089,0.2003
4,16,-97.86,3.4121,0.2046
4,46,-101.31,3.4122,0.1958
4,25,-98.25,3.4122,0.2047
4,26,-99.66,3.4143,0.1959
4,35,-99.78,3.4145,0.2028
4,11,-99.02,3.4128,0.2047
4,17,-99.87,3.4096,0.2000
4,50,-100.01,3.4099,0.2004
4,2,-101.72,3.4131,0.1930
4,47,-99.77,3.4103,0.2003
4,45,-100.34,3.4135,0.1823
4,7,-99.67,3.4106,0.2003
4,4,-99.76,3.4157,0.2029
4,28,-99.70,3.4141,0.2047
4,49,-99.46,3.4113,0.2000
4,30,-99.43,3.4115,0.2003
4,19,-99.50,3.4116,0.2001
4,39,-103.48,3.4120,0.1969
4,20,-99.23,3.4128,0.1999
5,8,-97.10,3.3984,0.2085
5,22,-100.98,3.3997,0.2120
5,48,-97.34,3.3997,0.2085
5,1,-97.71,3.4003,0.2086
5,18,-101.45,3.3999,0.2082
5,34,-101.18,3.4019,0.2084
5,37,-98.82,3.4002,0.2084
5,36,-101.90,3.4024,0.2082
5,5,-96.51,3.4024,0.0173
5,24,-98.51,3.4015,0.2085
5,14,-99.82,3.4049,0.1935
5,23,-101.33,3.4013,0.1989
5,42,-100.28,3.4019,0.2083
5,31,-99.84,3.4054,0.1935
5,38,-98.15,3.4027,0.2084
5,40,-99.57,3.4058,0.1935
5,21,-101.04,3.4025,0.2082
5,27,-99.85,3.4060,0.1931
5,32,-102.90,3.4039,0.2089
5,44,-95.77,3.4035,0.1930
5,9,-101.06,3.4026,0.2082
5,6,-100.73,3.4027,0.2083
5,10,-101.10,3.4026,0.2082
5,41,-101.92,3.4039,0.2090
5,12,-101.01,3.4026,0.2082
5,3,-100.56,3.4024,0.0131
5,33,-102.62,3.4047,0.1961
5,29,-101.08,3.4026,0.0131
5,43,-100.34,3.4029,0.2083
5,13,-95.16,3.4037,0.1929
5,15,-101.21,3.4029,0.2082
5,16,-99.65,3.4038,0.2086
5,46,-102.63,3.4049,0.1961
5,25,-99.61,3.4037,0.2087
5,26,-98.30,3.4035,0.2084
5,35,-98.53,3.4037,0.2085
5,11,-98.63,3.4042,0.2086
5,17,-100.77,3.4035,0.0131
5,50,-100.99,3.4039,0.2083
5,2,-103.50,3.4058,0.1961
5,47,-102.11,3.4042,0.2082
5,45,-105.38,3.4059,0.2086
5,7,-102.26,3.4045,0.2082
5,4,-98.63,3.4049,0.2084
5,28,-97.88,3.4054,0.2085
5,49,-101.45,3.4052,0.1976
5,30,-102.37,3.4054,0.2083
5,19,-102.93,3.4055,0.2082
5,39,-100.30,3.4085,0.1962
5,20,-101.94,3.4067,0.1990
6,8,-97.77,3.4026,0.2142
6,22,-104.49,3.4042,0.2039
6,48,-97.03,3.4038,0.1952
6,1,-97.60,3.4044,0.1947
6,18,-97.69,3.4041,0.2148
6,34,-104.75,3.4077,0.2028
6,37,-96.57,3.4044,0.1950
6,36,-103.28,3.4082,0.2028
6,5,-104.06,3.4044,0.2067
6,24,-96.91,3.4057,0.1950
6,14,-108.35,3.4086,0.2005
6,23,-100.38,3.4070,0.2070
6,42,-97.39,3.4061,0.2078
6,31,-108.37,3.4092,0.2006
6,38,-97.10,3.4068,0.1951
6,40,-108.39,3.4096,0.2005
6,21,-97.58,3.4067,0.2077
6,27,-108.80,3.4097,0.2005
6,32,-106.84,3.4059,0.2093
6,44,-100.57,3.4055,0.1923
6,9,-97.68,3.4068,0.2077
6,6,-97.09,3.4069,0.2078
6,10,-97.68,3.4068,0.2077
6,41,-107.17,3.4059,0.2068
6,12,-97.83,3.4068,0.2146
6,3,-98.70,3.4066,0.2149
6,33,-101.82,3.4105,0.2045
6,29,-97.82,3.4068,0.2146
6,43,-96.39,3.4071,0.1948
6,13,-99.23,3.4057,0.1922
6,15,-98.05,3.4071,0.2076
6,16,-104.42,3.4082,0.2038
6,46,-101.84,3.4108,0.2045
6,25,-104.09,3.4082,0.2038
6,26,-97.20,3.4077,0.1951
6,35,-98.99,3.4079,0.1952
6,11,-101.15,3.4083,0.2034
6,17,-97.96,3.4077,0.2075
6,50,-96.24,3.4081,0.1948
6,2,-102.46,3.4116,0.2045
6,47,-96.87,3.4084,0.2077
6,45,-105.88,3.4121,0.2047
6,7,-96.69,3.4087,0.2077
6,4,-97.66,3.4090,0.1950
6,28,-99.26,3.4096,0.2034
6,49,-98.70,3.4094,0.2075
6,30,-97.00,3.4096,0.2077
6,19,-96.77,3.4097,0.2076
6,39,-99.80,3.4143,0.2111
6,20,-97.88,3.4109,0.2074
7,8,-100.53,3.4088,0.1846
7,22,-99.14,3.4100,0.1927
7,48,-99.92,3.4100,0.1845
7,1,-99.68,3.4106,0.1933
7,18,-99.31,3.4061,0.1883
7,34,-98.41,3.4055,0.1942
7,37,-100.67,3.4087,0.2043
7,36,-98.23,3.4060,0.1942
7,5,-98.02,3.4069,0.2176
7,24,-99.91,3.4100,0.1955
7,14,-105.98,3.4156,0.1957
7,23,-96.90,3.4075,0.1944
7,42,-99.89,3.4081,0.1884
7,31,-105.92,3.4161,0.1956
7,38,-98.76,3.4131,0.1932
7,40,-105.98,3.4165,0.1956
7,21,-99.57,3.4087,0.1883
7,27,-105.11,3.4165,0.1960
7,32,-98.00,3.4079,0.2183
7,44,-97.78,3.4081,0.2171
7,9,-99.64,3.4088,0.1883
7,6,-99.69,3.4089,0.1883
7,10,-99.53,3.4088,0.1882
7,41,-98.06,3.4079,0.2182
7,12,-99.07,3.4088,0.1882
7,3,-97.68,3.4087,0.1880
7,33,-97.84,3.4083,0.2187
7,29,-98.58,3.4089,0.1882
7,43,-99.39,3.4114,0.1955
